,price,brand,model,year,title_status,mileage,color,vin,lot,state,country,condition,price
390,3900,acura,door,2009,clean vehicle,179389,black,  19uua96529a004646,167389316,texas, usa,2 hours left,69.96171
391,0,cadillac,coupe,2000,salvage insurance,105169,white,  1g6el12y9yu148063,167651218,virginia, usa,9 days left,0
392,3830,ford,door,2015,clean vehicle,82534,silver,  3fa6p0hdxfr258523,167660609,georgia, usa,2 days left,31.610522
393,53500,ford,door,2017,clean vehicle,55732,white,  1ft8w4dtxhed96692,167765452,michigan, usa,20 hours left,298.1662
394,25,ford,door,2010,salvage insurance,198596,gray,  1fmeu7de5aua53694,167362668,michigan, usa,2 days left,0.49649
395,25,ford,door,1998,salvage insurance,300021,brown,  1ftzx0766wka18481,167611660,arkansas, usa,17 hours left,0.7500525
396,6240,honda,door,2015,clean vehicle,83623,silver,  5fnyf4h26fb052452,167703518,virginia, usa,2 days left,52.180752
397,4150,jeep,door,2014,clean vehicle,108895,white,  1c4njrfb0ed707552,167698715,new york, usa,2 days left,45.191425
398,25,jeep,door,1999,salvage insurance,226972,black,  1j4gw58s4xc558310,167246338,florida, usa,16 hours left,0.56743
399,61200,bmw,series,2020,clean vehicle,7509,black,  wba7t2c04lgl17687,167417053,california, usa,7 days left,45.95508
400,0,buick,door,2006,salvage insurance,137464,blue,  2g4wc582961163677,167651221,virginia, usa,9 days left,0
401,13500,bmw,series,2014,clean vehicle,33542,blue,  wba3d5c51ekx97650,167782815,new jersey, usa,2 days left,45.2817
402,6490,ford,door,2015,clean vehicle,74754,black,  1fm5k7d88fga24308,167660611,georgia, usa,2 days left,48.515346
403,51502,ford,door,2017,clean vehicle,27661,black,  1ft8w3dt8hec12120,167765457,michigan, usa,2 days left,142.4596822
404,250,ford,door,2010,salvage insurance,115241,white,  3fahp0ha6ar187697,167362678,michigan, usa,2 days left,2.881025
405,25,ford,door,1984,salvage insurance,41577,white,  2ftcf15y9eca14589,167611661,arkansas, usa,17 hours left,0.1039425
406,8160,honda,van,2015,clean vehicle,109027,gray,  5fnrl5h96fb012419,167703523,virginia, usa,2 days left,88.966032
407,7770,jeep,door,2014,clean vehicle,72732,gray,  1c4rjfbg4ec441069,167698716,new york, usa,2 days left,56.512764
408,200,jeep,door,2001,salvage insurance,126400,green,  1j4ft48s01l590080,167247039,maryland, usa,16 hours left,2.528
409,25,audi,door,2008,salvage insurance,177422,black,  wa1by74l38d010163,167417202,texas, usa,17 hours left,0.443555
410,0,chevrolet,door,1995,salvage insurance,274706,green,  2gcec19h8s1195266,167425634,arizona, usa,2 days left,0
411,1825,bmw,coupe,2008,salvage insurance,77984,white,  wbawb33548p132854,167651338,georgia, usa,2 days left,14.23208
412,39800,bmw,series,2017,clean vehicle,23177,blue,  wba7e2c58hg739412,167782823,california, usa,21 hours left,92.24446
413,9210,ford,door,2015,clean vehicle,26911,silver,  1ftew1cg4ffa66589,167660613,georgia, usa,2 days left,24.785031
414,58500,ford,srw,2019,clean vehicle,21527,blue,  1ft8w3bt3kee15023,167765561,washington, usa,21 hours left,125.93295
415,125,ford,door,2014,salvage insurance,56461,silver,  1fm5k8gt9ega74266,167362681,michigan, usa,2 days left,0.7057625
416,3960,honda,door,2015,clean vehicle,95128,white,  19xfb2f81fe252000,167703530,virginia, usa,2 days left,37.670688
417,5998,hyundai,doors,2014,clean vehicle,122975,phantom black,  5npdh4ae0eh480157,167279690,new york, usa,5 days left,73.760405
418,3700,honda,doors,2014,clean vehicle,162824,blue,  jhmze2h34es000337,167698717,new york, usa,2 days left,60.24488
419,0,kia,wagon,2008,salvage insurance,148463,silver,  knafg525787197602,167247592,indiana, usa,16 hours left,0
420,0,audi,door,2005,salvage insurance,181896,black,  waudg74f05n113751,167419563,california, usa,19 hours left,0
421,0,bmw,door,2000,salvage insurance,216657,gray,  wbaam3346yfp77118,167425906,utah, usa,2 days left,0
422,5000,gmc,door,2012,clean vehicle,140339,black,  1gkkrpedxcj207971,167702669,utah, usa,19 hours left,70.1695
423,15050,infiniti,mpv,2019,clean vehicle,26786,white,  jn8az2ne9k9229368,167256592,texas, usa,17 hours left,40.31293
424,3960,hyundai,doors,2019,clean vehicle,35623,red,  5npd84lf5kh403222,167697946,ohio, usa,2 days left,14.106708
425,36300,lincoln,nautilus,2019,clean vehicle,14541,black,  2lmpj6l91kbl31468,167151980,california, usa,1 days left,52.78383
426,55600,lexus,gx,2020,clean vehicle,8186,silver,  jtjam7bx4l5251250,167605747,florida, usa,2 days left,45.51416
427,2630,nissan,doors,2018,clean vehicle,36739,gray,  3n1cn7ap5jl872135,167692446,california, usa,20 hours left,9.662357
428,5690,nissan,mpv,2017,clean vehicle,42616,blue,  5n1at2mv4hc773816,167668377,new jersey, usa,17 hours left,24.248504
429,19500,audi,q5,2017,clean vehicle,65833,blue,  wa1l2afpxha049370,167339535,texas, usa,3 days left,128.37435
430,450,chevrolet,coupe,2008,salvage insurance,123515,yellow,  1g1al18f587145539,167650407,minnesota, usa,2 days left,5.558175
431,20400,cadillac,door,2015,clean vehicle,36122,white,  3gyfnee39fs587810,167780469,wisconsin, usa,2 days left,73.68888
432,4320,chevrolet,door,2011,clean vehicle,88359,brown,  2cnfleec9b6313197,167660381,florida, usa,22 hours left,38.171088
433,33001,ford,f-150,2017,clean vehicle,35905,gray,  1ftfw1eg3hfc66707,167765248,michigan, usa,2 days left,118.4900905
434,10000,ford,door,2017,salvage insurance,35747,red,  1ftew1efxhkc69002,167357511,arkansas, usa,17 hours left,35.747
435,0,ford,door,2004,salvage insurance,167011,red,  1fmfu18l84lb61201,167601555,maryland, usa,16 hours left,0
436,5790,gmc,door,2012,clean vehicle,105020,white,  1gtr2ve74cz121991,167702672,utah, usa,19 hours left,60.80658
437,14750,infiniti,mpv,2019,clean vehicle,11047,black,  jn8az2nexk9236071,167256600,texas, usa,17 hours left,16.294325
438,4010,hyundai,doors,2019,clean vehicle,31233,silver,  kmhd84lf4ku746279,167697947,ohio, usa,2 days left,12.524433
439,40000,mercedes-benz,gle,2019,clean vehicle,19427,white,  4jgda5gb4kb204919,167152151,california, usa,1 days left,77.708
440,13000,kia,sportage,2017,clean vehicle,71991,silver,  kndpn3ac7h7113313,167606881,new jersey, usa,2 hours left,93.5883
441,3550,nissan,doors,2018,clean vehicle,29043,blue,  3n1ab7ap2jy244200,167692447,california, usa,20 hours left,10.310265
442,3040,nissan,doors,2017,clean vehicle,36064,gray,  3n1ab7ap5hy411143,167668543,new jersey, usa,17 hours left,10.963456
443,0,chevrolet,coupe,2008,salvage insurance,270080,yellow,  1g1al18f187245041,167650422,illinois, usa,17 hours left,0
444,36400,audi,5,2015,clean vehicle,47213,black,  wuac6bfr0fa901212,167780470,wisconsin, usa,2 days left,171.85532
445,4480,ford,door,2011,clean vehicle,116480,black,  2fmdk3gc0bbb23680,167660383,florida, usa,23 hours left,52.18304
446,31003,ford,door,2017,clean vehicle,72084,red,  1ftew1eg0hfb93193,167765253,michigan, usa,20 hours left,223.4820252
447,75,ford,pickup,2001,salvage insurance,295780,gold,  1ftrw08l61kc05834,167357592,arkansas, usa,17 hours left,2.21835
448,8850,gmc,door,2011,clean vehicle,148035,white,  1gt120c83bf236190,167702770,utah, usa,19 hours left,131.010975
449,14750,infiniti,mpv,2019,clean vehicle,11396,white,  jn8az2nexk9236037,167256601,texas, usa,17 hours left,16.8091
450,4690,hyundai,mpv,2019,clean vehicle,33785,silver,  km8k12aa0ku242609,167697948,ohio, usa,2 days left,15.845165
451,23000,land,sport,2018,clean vehicle,20103,black,  salcp2rx6jh739311,167153784,california, usa,1 days left,46.2369
452,46900,land,discovery,2018,clean vehicle,32387,black,  salrr2rk0ja052195,167606908,florida, usa,2 days left,151.89503
453,10740,mercedes-benz,doors,2018,clean vehicle,48140,white,  wddwk4jb2jf613298,167692448,california, usa,20 hours left,51.70236
454,3160,nissan,doors,2017,clean vehicle,34861,gray,  3n1ab7ap0hy315498,167668544,new jersey, usa,17 hours left,11.016076
455,0,chevrolet,door,2006,salvage insurance,268040,silver,  1g1zt53f46f254868,167650486,texas, usa,17 hours left,0
456,3450,chrysler,door,2011,clean vehicle,114119,gold,  1c3bc1fg1bn519076,167660385,florida, usa,22 hours left,39.371055
457,27102,ford,f-150,2017,clean vehicle,34165,red,  1ftfw1eg1hfb78397,167765256,michigan, usa,2 days left,92.593983
458,500,gmc,door,2018,salvage insurance,27442,black,  1gkknmls5jz177336,167357601,arkansas, usa,17 hours left,1.3721
459,5100,gmc,door,2011,clean vehicle,144792,white,  1gtr2uea3bz242502,167702772,utah, usa,19 hours left,73.84392
460,15010,infiniti,mpv,2019,clean vehicle,11394,beige,  jn8az2ne8k9236456,167256603,texas, usa,17 hours left,17.102394
461,5800,jeep,mpv,2019,clean vehicle,30546,silver,  1c4pjldb3kd419559,167697949,ohio, usa,2 days left,17.71668
462,23200,land,sport,2018,clean vehicle,23745,black,  salcp2rx0jh740860,167153788,california, usa,1 days left,55.0884
463,8000,hyundai,door,2015,clean vehicle,88274,red,  km8jucag9fu984199,167607388,pennsylvania, usa,7 days left,70.6192
464,3390,nissan,doors,2018,clean vehicle,38349,gray,  3n1ab7ap5jy293102,167692449,california, usa,20 hours left,13.000311
465,3140,nissan,doors,2017,clean vehicle,30142,white,  3n1ab7ap1hy310259,167668545,new jersey, usa,17 hours left,9.464588
466,25,chevrolet,door,2007,salvage insurance,267834,black,  3gnfk12387g179905,167650490,texas, usa,17 hours left,0.669585
467,15000,bmw,door,2014,clean vehicle,44730,silver,  wba3b5g54ens10419,167780701,illinois, usa,21 hours left,67.095
468,10440,chevrolet,cab,2011,clean vehicle,92476,blue,  1gc1kyc87bf185906,167660387,florida, usa,23 hours left,96.544944
469,23911,ford,f-150,2017,clean vehicle,25698,black,  1ftew1cf3hfb78746,167765258,michigan, usa,20 hours left,61.4464878
470,25,ford,pk,2010,salvage insurance,155242,gray,  1ftfx1ev7akc32939,167357792,oklahoma, usa,17 hours left,0.388105
471,21400,gmc,acadia,2018,clean vehicle,54332,gray,  1gkknwls6jz133440,167602130,new jersey, usa,2 hours left,116.27048
472,5380,gmc,cab,2011,clean vehicle,119215,white,  1gt120cg5bf167316,167702775,utah, usa,19 hours left,64.13767
473,11000,jeep,mpv,2019,clean vehicle,8930,red,  1c4hjxeg0kw596497,167256941,michigan, usa,2 days left,9.823
474,4950,jeep,mpv,2019,clean vehicle,46985,silver,  1c4pjllb6kd184477,167697950,ohio, usa,2 days left,23.257575
475,22500,land,sport,2018,clean vehicle,30220,black,  salcp2rx7jh741147,167153791,california, usa,2 days left,67.995
476,30300,maserati,ghibli,2017,clean vehicle,37021,black,  zam57xslxh1248775,167607797,florida, usa,2 days left,112.17363
477,2630,nissan,doors,2018,clean vehicle,43152,white,  3n1cn7ap5jl882275,167692452,california, usa,20 hours left,11.348976
478,3140,nissan,doors,2017,clean vehicle,34318,silver,  3n1ab7ap1hl639346,167668546,new jersey, usa,17 hours left,10.775852
479,2300,chevrolet,door,2011,salvage insurance,88287,white,  1gnskbe03br198151,167650581,arkansas, usa,17 hours left,20.30601
480,4310,chevrolet,door,2011,clean vehicle,105486,black,  2cnaldec6b6382868,167660398,florida, usa,22 hours left,45.464466
481,26012,ford,door,2017,clean vehicle,19850,black,  1ftew1ef2hfb83224,167765260,michigan, usa,20 hours left,51.63382
482,75,ford,door,2014,salvage insurance,116535,silver,  1fadp3k26el249167,167357800,oklahoma, usa,17 hours left,0.8740125
483,48500,gmc,1500,2019,clean vehicle,15777,black,  1gtu9fel6kz311976,167603375,pennsylvania, usa,1 days left,76.51845
484,3330,gmc,mpv,2009,clean vehicle,87448,white,  1gtgg25k391106224,167702843,utah, usa,19 hours left,29.120184
485,11200,jeep,mpv,2019,clean vehicle,8395,yellow,  1c4hjxeg7kw589272,167256942,michigan, usa,2 days left,9.4024
486,4730,hyundai,mpv,2019,clean vehicle,30121,red,  km8j23a45ku893842,167697951,ohio, usa,2 days left,14.247233
487,24900,mercedes-benz,glc,2018,clean vehicle,33687,white,  wdc0g4jb4jv097463,167153811,california, usa,1 days left,83.88063
488,29400,mercedes-benz,e-class,2017,clean vehicle,37561,blue,  wddzf4jb6ha277485,167607863,florida, usa,2 days left,110.42934
489,8350,nissan,cab,2018,clean vehicle,32256,gray,  1n6aa1ej3jn519666,167692453,california, usa,20 hours left,26.93376
490,475,peterbilt,truck,2012,salvage insurance,902041,gold,  1xp4d49x9cd123630,167529786,florida, usa,17 hours left,42.8469475
491,3210,nissan,doors,2017,clean vehicle,25255,black,  3n1ab7apxhy302645,167668547,new jersey, usa,17 hours left,8.106855
492,25,chevrolet,van,2006,salvage insurance,165327,white,  1gndu23l46d143789,167650597,arkansas, usa,17 hours left,0.4133175
493,4200,chevrolet,cutaway,2006,clean vehicle,118009,white,  1gbhg31u661113654,167781216,wisconsin, usa,21 hours left,49.56378
494,8430,chevrolet,utility,2011,clean vehicle,114547,black,  3gntkge3xbg398052,167660399,florida, usa,22 hours left,96.563121
495,25503,ford,f-150,2017,clean vehicle,18647,black,  1ftmf1ef2hfb83980,167765261,michigan, usa,9 minutes,47.5554441
496,0,ford,pickup,1996,salvage insurance,252588,red,  1ftef15n0tlc14455,167357804,oklahoma, usa,17 hours left,0
497,26000,gmc,limited,2019,clean vehicle,16669,black,  2gtv2mecxk1173011,167603430,pennsylvania, usa,1 days left,43.3394
498,3900,honda,doors,2017,clean vehicle,47970,blue,  2hgfc2f52hh522914,167702907,virginia, usa,2 days left,18.7083
499,11200,jeep,mpv,2019,clean vehicle,12905,gray,  1c4hjxeg7kw590115,167256952,michigan, usa,2 days left,14.4536
500,8610,jeep,mpv,2019,clean vehicle,22123,silver,  1c4rjebg1kc776053,167697952,ohio, usa,2 days left,19.047903
501,28000,mercedes-benz,gle,2018,clean vehicle,40780,white,  4jgda5jbxjb046383,167153817,california, usa,1 days left,114.184
502,84900,mercedes-benz,sl-class,2017,clean vehicle,25302,silver,  wddjk7ea3hf044968,167607883,florida, usa,2 days left,214.81398
503,10840,lexus,mpv,2017,clean vehicle,36596,black,  2t2bzmca4hc087456,167692655,california, usa,20 hours left,39.670064
504,100,peterbilt,truck,2012,salvage insurance,0,blue,  1xp4d49x1cd144875,167529787,florida, usa,17 hours left,0
505,11050,ram,door,2017,clean vehicle,30421,white,  1c6rr7pt3hs659994,167668548,new jersey, usa,17 hours left,33.615205
506,0,chevrolet,door,2012,salvage insurance,134938,orange,  1g1jc5sh7c4114661,167650604,oklahoma, usa,17 hours left,0
507,1000,chevrolet,door,2005,clean vehicle,135675,gray,  1gnet16s156132062,167781219,wisconsin, usa,21 hours left,13.5675
508,3570,dodge,door,2015,clean vehicle,17355,black,  3c4pdcab2ft637813,167660417,georgia, usa,2 days left,6.195735
509,25001,ford,door,2017,clean vehicle,27773,gray,  1ftfw1ef5hfb70262,167765268,michigan, usa,2 days left,69.4352773
510,0,ford,door,2010,salvage insurance,86841,silver,  3fahp0ga3ar366961,167357806,oklahoma, usa,17 hours left,0
511,5630,gmc,mpv,2017,clean vehicle,58366,black,  2gkfltek2h6317685,167702915,virginia, usa,2 days left,32.860058
512,11100,jeep,mpv,2019,clean vehicle,11229,white,  1c4hjxegxkw589301,167256954,michigan, usa,2 days left,12.46419
513,4650,hyundai,mpv,2019,clean vehicle,27492,white,  km8j23a44ku882752,167697953,ohio, usa,2 days left,12.78378
514,0,lincoln,door,2005,salvage insurance,89705,green,  1lnhm87a25y619997,167154617,minnesota, usa,17 hours left,0
515,3820,nissan,mpv,2016,clean vehicle,41654,blue,  5n1at2mn5gc894272,167692784,california, usa,20 hours left,15.911828
516,0,peterbilt,truck,2009,salvage insurance,982486,blue,  1xp7d49x09d784257,167529788,florida, usa,17 hours left,0
517,2900,nissan,doors,2017,clean vehicle,31954,gray,  3n1ab7ap6hy249992,167668549,new jersey, usa,17 hours left,9.26666
518,50,chevrolet,door,2008,salvage insurance,172102,blue,  1g1al58f787159241,167650632,texas, usa,17 hours left,0.86051
519,5100,chevrolet,pickup,2004,clean vehicle,173321,gray,  1gchk23204f232462,167781222,wisconsin, usa,21 hours left,88.39371
520,4700,dodge,door,2015,clean vehicle,93423,red,  3c4pdcgb7ft597655,167660427,georgia, usa,2 days left,43.90881
521,29502,ford,f-150,2017,clean vehicle,14053,red,  1ftfw1eg1hke28907,167765275,michigan, usa,2 days left,41.4591606
522,0,ford,door,2008,salvage insurance,145483,red,  1fmcu03128kc80487,167357813,oklahoma, usa,17 hours left,0
523,6160,honda,door,2017,clean vehicle,25956,white,  1hgct1b89ha002933,167702919,virginia, usa,2 days left,15.988896
524,10910,jeep,mpv,2019,clean vehicle,12253,red,  1c4hjxeg8kw651309,167256956,michigan, usa,2 days left,13.368023
525,3440,hyundai,doors,2019,clean vehicle,34895,gray,  3kpc24a34ke050725,167697954,ohio, usa,2 days left,12.00388
526,16000,mazda,cx-3,2016,clean vehicle,47753,gray,  jm1dkbd74g0123647,167608540,florida, usa,2 days left,76.4048
527,3810,kia,door,2016,clean vehicle,39408,black,  kndjx3ae3g7012477,167692796,california, usa,20 hours left,15.014448
528,1025,peterbilt,truck,2010,salvage insurance,1017936,color:,  1xp7d49x0ad793710,167529842,georgia, usa,17 hours left,104.33844
529,3020,nissan,doors,2017,clean vehicle,33599,white,  3n1ab7ap7hy223787,167668550,new jersey, usa,17 hours left,10.146898
530,0,chevrolet,door,2003,salvage insurance,194673,gray,  1gndt13s632267445,167650636,texas, usa,17 hours left,0
531,2000,chevrolet,pickup,2003,clean vehicle,507985,red,  1gcgc24u53z128586,167781223,wisconsin, usa,21 hours left,101.597
532,3870,ford,door,2010,clean vehicle,185983,white,  1fmcu4k37akb80224,167660491,florida, usa,22 hours left,71.975421
533,24811,ford,door,2017,clean vehicle,28464,red,  1ftew1ep4hfb44546,167765278,michigan, usa,21 hours left,70.6220304
534,75,ford,door,2007,salvage insurance,154989,blue,  3fahp06z07r118828,167357820,oklahoma, usa,17 hours left,1.1624175
535,5420,honda,doors,2017,clean vehicle,16702,black,  1hgcr2f55ha080596,167702922,virginia, usa,2 days left,9.052484
536,11100,jeep,mpv,2019,clean vehicle,11449,yellow,  1c4hjxegxkw600703,167256957,michigan, usa,2 days left,12.70839
537,4750,hyundai,mpv,2019,clean vehicle,25847,gray,  km8j23a4xku846404,167697955,ohio, usa,2 days left,12.277325
538,17900,mercedes-benz,door,2015,clean vehicle,49772,gray,  wddhf5kbxfb099457,167609333,florida, usa,2 days left,89.09188
539,3800,nissan,door,2015,clean vehicle,83915,black,  1n4al3ap6fc102604,167692884,california, usa,20 hours left,31.8877
540,3160,nissan,doors,2017,clean vehicle,40306,silver,  3n1ab7ap0hy260843,167668551,new jersey, usa,17 hours left,12.736696
541,25,chevrolet,pickup,2010,salvage insurance,149189,white,  3gcrkse37ag234620,167650663,colorado, usa,17 hours left,0.3729725
542,1200,chevrolet,door,2001,clean vehicle,149543,red,  2cnbj13c316958216,167781232,wisconsin, usa,21 hours left,17.94516
543,6470,chevrolet,coupe,2010,clean vehicle,69622,yellow,  2g1fk1ejxa9163850,167660492,florida, usa,22 hours left,45.045434
544,26400,ford,door,2017,clean vehicle,36295,red,  1ftew1ef3hfb27101,167765284,michigan, usa,19 hours left,95.8188
545,0,gmc,door,1993,salvage insurance,0,light blue,  1gkfk16k5pj701631,167358601,colorado, usa,18 hours left,0
546,32500,gmc,2500hd,2018,clean vehicle,14856,blue,  1gt12seg2jf255666,167604590,pennsylvania, usa,1 days left,48.282
547,6900,honda,mpv,2017,clean vehicle,44129,brown,  5j6rw1h81hl005542,167702934,minnesota, usa,18 hours left,30.44901
548,11030,jeep,mpv,2019,clean vehicle,10861,yellow,  1c4hjxeg5kw608448,167256958,michigan, usa,2 days left,11.979683
549,3460,hyundai,door,2012,clean vehicle,142106,white,  5npeb4ac2ch437716,167697983,mississippi, usa,2 days left,49.168676
550,18000,mercedes-benz,door,2015,clean vehicle,82411,black,  4jgda5hb2fa567147,167609334,florida, usa,2 days left,148.3398
551,3250,hyundai,door,2015,clean vehicle,111612,gray,  5npdh4ae3fh644096,167692885,california, usa,20 hours left,36.2739
552,3210,nissan,doors,2017,clean vehicle,35251,gray,  3n1ab7apxhy232807,167668552,new jersey, usa,17 hours left,11.315571
553,13200,chevrolet,door,2017,clean vehicle,50408,black,  2gnflfek3h6342356,167772977,pennsylvania, usa,2 days left,66.53856
554,27705,ford,f-150,2019,clean vehicle,15630,gray,  1ftew1e48kfb37676,167763405,michigan, usa,19 hours left,43.302915
555,7200,chevrolet,door,2017,clean vehicle,53273,black,  1g1bc5sm8h7200200,167772979,pennsylvania, usa,2 days left,38.35656
556,28714,ford,f-150,2019,clean vehicle,14786,white,  1ftfw1e58kfb37772,167763406,michigan, usa,19 hours left,42.4565204
557,11200,chevrolet,door,2017,clean vehicle,85315,white,  2gnflfek3h6341370,167772982,pennsylvania, usa,2 days left,95.5528
558,27502,ford,f-150,2019,clean vehicle,16146,gray,  1ftew1e45kfb69856,167763407,michigan, usa,1 minutes,44.4047292
559,11900,chevrolet,door,2017,clean vehicle,76211,blue,  2gnflfek5h6341662,167772991,pennsylvania, usa,2 days left,90.69109
560,29314,ford,f-150,2019,clean vehicle,15265,gray,  1ftew1ep6kfb85302,167763410,michigan, usa,19 hours left,44.747821
561,11200,chevrolet,door,2017,clean vehicle,79965,silver,  2gnflfek5h6351639,167772996,pennsylvania, usa,2 days left,89.5608
562,27002,ford,f-150,2019,clean vehicle,16059,gray,  1ftew1e55kfb96628,167763414,michigan, usa,1 minutes,43.3625118
563,13200,chevrolet,door,2017,clean vehicle,62739,black,  2gnflfek4h6351292,167773002,pennsylvania, usa,2 days left,82.81548
564,28214,ford,f-150,2019,clean vehicle,15569,white,  1ftfw1e51kfc13333,167763417,michigan, usa,19 hours left,43.9263766
565,12700,chevrolet,door,2017,clean vehicle,58932,black,  2gnflfek8h6350288,167773004,pennsylvania, usa,2 days left,74.84364
566,29900,ford,f-150,2019,clean vehicle,17488,white,  1ftfw1e55kfb37583,167763444,michigan, usa,2 days left,52.28912
567,12700,chevrolet,door,2017,clean vehicle,60733,black,  2gnflfek7h6351433,167773005,pennsylvania, usa,2 days left,77.13091
568,27202,ford,f-150,2019,clean vehicle,18550,red,  1ftew1e59kfb37761,167763447,michigan, usa,1 minutes,50.45971
569,13500,chevrolet,impala,2018,clean vehicle,53194,white,  2g1105s3xj9121918,167773137,new jersey, usa,7 hours left,71.8119
570,27705,ford,f-150,2019,clean vehicle,17644,silver,  1ftew1e41kfb70194,167763448,michigan, usa,19 hours left,48.882702
571,14700,chevrolet,van,2016,clean vehicle,34454,white,  1gcwgaff9g1216490,167773216,pennsylvania, usa,2 days left,50.64738
572,29900,ford,f-150,2019,clean vehicle,17684,white,  1ftfw1e5xkfc33564,167763450,michigan, usa,2 days left,52.87516
573,4500,chevrolet,door,2015,clean vehicle,83279,gray,  1g1pc5sb0f7185936,167773417,pennsylvania, usa,21 hours left,37.47555
574,27705,ford,f-150,2019,clean vehicle,16600,silver,  1ftew1e41kfb69644,167763453,michigan, usa,19 hours left,45.9903
575,8000,chevrolet,door,2015,clean vehicle,107971,gray,  1gnkrgkd8fj279098,167773421,pennsylvania, usa,21 hours left,86.3768
576,25511,ford,f-150,2019,clean vehicle,17801,silver,  1ftfw1e43kfb97031,167763454,michigan, usa,19 hours left,45.4121311
577,7700,chevrolet,colorado,2015,clean vehicle,94150,white,  1gchsaea7f1213972,167773422,pennsylvania, usa,2 days left,72.4955
578,29900,ford,f-150,2019,clean vehicle,17159,silver,  1ftfw1e53kfc33535,167763457,michigan, usa,2 days left,51.30541
579,7200,chevrolet,van,2015,clean vehicle,80711,white,  3n63m0yn5fk720622,167773430,pennsylvania, usa,2 days left,58.11192
580,27502,ford,f-150,2019,clean vehicle,17983,red,  1ftew1e55kfb69820,167763461,michigan, usa,1 minutes,49.4568466
581,4500,chevrolet,door,2013,clean vehicle,119981,white,  1gcncpex7dz328593,167773658,pennsylvania, usa,21 hours left,53.99145
582,27402,ford,f-150,2019,clean vehicle,17851,white,  1ftfw1e52kfb51151,167763463,michigan, usa,1 minutes,48.9153102
583,1500,chevrolet,sonic,2013,clean vehicle,66079,black,  1g1jg6sb3d4251006,167773667,pennsylvania, usa,21 hours left,9.91185
584,26602,ford,f-150,2019,clean vehicle,18174,white,  1ftew1e42kfb37902,167763464,michigan, usa,1 minutes,48.3464748
585,10200,chevrolet,sonic,2019,clean vehicle,7654,black,  1g1jf5sb0k4122201,167774385,illinois, usa,2 days left,7.80708
586,29900,ford,f-150,2019,clean vehicle,18759,black,  1ftfw1e58kfb69878,167763465,michigan, usa,2 days left,56.08941
587,14000,chevrolet,colorado,2019,clean vehicle,11564,white,  1gchsbea7k1232845,167774390,illinois, usa,2 days left,16.1896
588,28500,ford,f-150,2019,clean vehicle,18901,silver,  1ftew1e50kfb51192,167763509,michigan, usa,19 hours left,53.86785
589,8000,chevrolet,door,2016,clean vehicle,86541,black,  2g1115s37g9109571,167774914,florida, usa,6 days left,69.2328
590,29809,ford,f-150,2019,clean vehicle,21157,silver,  1ftfw1e51kfb70029,167763511,michigan, usa,19 hours left,63.0669013
591,36900,chevrolet,corvette,2015,clean vehicle,29937,black,  1g1yj2d7xf5106236,167775622,florida, usa,16 hours left,110.46753
592,26902,ford,f-150,2019,clean vehicle,23964,white,  1ftew1e48kfb37905,167763512,michigan, usa,1 minutes,64.4679528
593,10950,chevrolet,door,2015,clean vehicle,58504,red,  2gnalbek5f1140499,167775712,florida, usa,22 hours left,64.06188
594,27402,ford,f-150,2019,clean vehicle,20154,white,  1ftew1e59kfb37727,167763513,michigan, usa,1 minutes,55.2259908
595,16900,acura,mdx,2014,clean vehicle,63500,silver,  5fryd3h20eb002546,167775829,florida, usa,1 days left,107.315
596,25600,ford,f-150,2019,clean vehicle,23294,silver,  1ftew1ep1kfb50960,167763515,michigan, usa,19 hours left,59.63264
597,29700,bmw,series,2016,clean vehicle,24293,no_color,  wba7f2c58gge12300,167775994,texas, usa,1 days left,72.15021
598,27702,ford,f-150,2019,clean vehicle,20343,red,  1ftew1e47kfb69647,167763518,michigan, usa,1 minutes,56.3541786
599,13500,buick,encore,2016,clean vehicle,19655,red,  kl4cjbsb4gb700424,167775995,texas, usa,5 hours left,26.53425
600,27102,ford,f-150,2019,clean vehicle,19100,white,  1ftew1e53kfb37982,167763523,michigan, usa,1 minutes,51.76482
601,27102,ford,f-150,2019,clean vehicle,20014,white,  1ftew1e54kfa00453,167763525,michigan, usa,1 minutes,54.2419428
602,25811,ford,f-150,2019,clean vehicle,21774,black,  1ftew1e59kfb37887,167763526,michigan, usa,16 minutes,56.2008714
603,26602,ford,f-150,2019,clean vehicle,21201,white,  1ftew1e59kfb69755,167763528,michigan, usa,1 minutes,56.3989002
604,27102,ford,f-150,2019,clean vehicle,21766,white,  1ftew1e49kfb96784,167763533,michigan, usa,1 minutes,58.9902132
605,37500,buick,enclave,2019,clean vehicle,12406,gray,  5gaevbkw8kj293388,167778617,wisconsin, usa,21 hours left,46.5225
606,26211,ford,flex,2019,clean vehicle,17977,blue,  2fmhk6dt1kba21554,167763603,michigan, usa,21 hours left,47.1195147
607,24205,ford,flex,2019,clean vehicle,22805,silver,  2fmhk6d80kba19788,167763604,michigan, usa,2 days left,55.1995025
608,37500,cadillac,xt5,2019,clean vehicle,16013,black,  1gyknfrs3kz252626,167778629,wisconsin, usa,21 hours left,60.04875
609,27111,ford,flex,2019,clean vehicle,14382,black,  2fmhk6dt2kba21630,167763606,michigan, usa,21 hours left,38.9910402
610,27411,ford,flex,2019,clean vehicle,9660,black,  2fmhk6dt1kba21571,167763607,michigan, usa,21 hours left,26.479026
611,27302,ford,flex,2019,clean vehicle,18969,black,  2fmhk6dt2kba19683,167763608,michigan, usa,2 days left,51.7891638
